,clid,hhid,r01,r17,r18_1,r18_2
2928,144.0,4.0,No,1.0,E,
2929,144.0,4.0,No,3.0,A,
2930,144.0,4.0,No,4.0,A,
2931,144.0,5.0,No,1.0,B,
2932,144.0,7.0,No,1.0,C,
2933,144.0,7.0,No,3.0,I,
2934,144.0,7.0,No,2.0,I,
2935,144.0,7.0,No,4.0,I,
2936,144.0,7.0,No,5.0,I,
2937,144.0,9.0,No,2.0,E,
2938,144.0,9.0,No,3.0,I,
2939,144.0,9.0,No,1.0,E,
2940,144.0,9.0,No,4.0,I,
2941,144.0,9.0,No,5.0,A,
2942,144.0,10.0,No,4.0,J,
2943,144.0,10.0,No,1.0,D,
2944,144.0,10.0,No,5.0,J,
2945,144.0,10.0,No,2.0,C,
2946,144.0,10.0,No,3.0,J,
2947,145.0,1.0,No,1.0,X,
2948,145.0,2.0,No,4.0,I,A
2949,145.0,2.0,No,2.0,A,G
2950,145.0,2.0,No,3.0,I,A
2951,145.0,2.0,No,1.0,A,G
2952,145.0,2.0,No,5.0,I,J
2953,145.0,3.0,No,2.0,A,
2954,145.0,3.0,No,1.0,A,
2955,145.0,3.0,No,4.0,J,
2956,145.0,3.0,No,5.0,J,
2957,145.0,3.0,No,3.0,J,
2958,145.0,4.0,No,3.0,J,
2959,145.0,4.0,No,1.0,G,A
2960,145.0,4.0,No,2.0,G,A
2961,145.0,4.0,No,4.0,J,
2962,145.0,5.0,No,5.0,I,A
2963,145.0,5.0,No,6.0,J,A
2964,145.0,5.0,No,1.0,A,
2965,145.0,5.0,No,4.0,I,A
2966,145.0,5.0,No,2.0,I,A
2967,145.0,5.0,No,3.0,I,A
2968,145.0,6.0,No,1.0,G,
2969,145.0,8.0,No,1.0,A,G
2970,145.0,8.0,No,4.0,J,
2971,145.0,8.0,No,3.0,J,
2972,145.0,8.0,No,2.0,A,G
2973,145.0,9.0,Yes,1.0,E,
2974,145.0,9.0,Yes,3.0,J,
2975,145.0,9.0,Yes,4.0,J,
2976,145.0,10.0,No,1.0,A,G
2977,145.0,10.0,No,2.0,A,G
2978,145.0,10.0,No,3.0,J,A
2979,146.0,1.0,No,1.0,G,
2980,146.0,2.0,No,1.0,E,
2981,146.0,2.0,No,3.0,J,
2982,146.0,2.0,No,4.0,J,
2983,146.0,2.0,No,5.0,E,
2984,146.0,2.0,No,2.0,E,
2985,146.0,2.0,No,6.0,J,
2986,146.0,3.0,No,1.0,A,E
2987,146.0,4.0,No,2.0,E,
2988,146.0,4.0,No,1.0,E,
2989,146.0,5.0,No,1.0,G,
2990,146.0,5.0,No,2.0,G,
2991,146.0,5.0,No,3.0,J,
2992,146.0,6.0,No,4.0,I,J
2993,146.0,6.0,No,1.0,A,
2994,146.0,6.0,No,3.0,I,J
2995,146.0,6.0,No,2.0,A,
2996,146.0,7.0,No,1.0,A,G
2997,147.0,2.0,No,1.0,X,
2998,147.0,3.0,No,2.0,C,
2999,147.0,3.0,No,1.0,C,
3000,147.0,4.0,No,1.0,A,
3001,147.0,5.0,No,1.0,A,
3002,147.0,6.0,No,2.0,E,
3003,147.0,6.0,No,1.0,X,
3004,147.0,7.0,No,1.0,B,
3005,147.0,9.0,No,2.0,E,
3006,147.0,9.0,No,1.0,C,E
3007,148.0,3.0,No,3.0,J,
3008,148.0,3.0,No,2.0,A,
3009,148.0,3.0,No,1.0,A,
3010,148.0,3.0,No,4.0,J,
3011,148.0,4.0,No,1.0,A,
3012,148.0,4.0,No,2.0,A,
3013,148.0,6.0,No,2.0,E,
3014,148.0,6.0,No,1.0,G,E
3015,148.0,7.0,No,1.0,G,
3016,149.0,1.0,No,2.0,D,
3017,149.0,1.0,No,1.0,E,
3018,149.0,2.0,No,1.0,B,D
3019,149.0,3.0,No,2.0,E,G
3020,149.0,3.0,No,1.0,D,
3021,149.0,5.0,No,1.0,A,E
3022,149.0,6.0,No,2.0,E,
3023,149.0,6.0,No,1.0,G,
3024,149.0,7.0,No,1.0,G,
3025,149.0,7.0,No,2.0,C,
3026,149.0,8.0,No,1.0,E,
3027,150.0,1.0,No,1.0,C,F
3028,150.0,1.0,No,2.0,I,J
3029,150.0,2.0,No,4.0,I,J
3030,150.0,2.0,No,1.0,B,D
3031,150.0,2.0,No,5.0,I,J
3032,150.0,2.0,No,3.0,I,J
3033,150.0,2.0,No,2.0,B,D
3034,150.0,3.0,No,2.0,A,
3035,150.0,3.0,No,4.0,I,J
3036,150.0,3.0,No,1.0,A,
3037,150.0,3.0,No,3.0,I,J
3038,150.0,4.0,No,1.0,C,F
3039,150.0,7.0,No,1.0,C,D
3040,151.0,1.0,No,1.0,C,
3041,151.0,1.0,No,3.0,I,
3042,151.0,1.0,No,6.0,J,
3043,151.0,1.0,No,4.0,I,
3044,151.0,1.0,No,2.0,C,
3045,151.0,1.0,No,7.0,C,
3046,151.0,1.0,No,5.0,J,
3047,151.0,3.0,No,4.0,J,
3048,151.0,3.0,No,3.0,I,
3049,151.0,3.0,No,2.0,C,
3050,151.0,3.0,No,1.0,C,
3051,151.0,4.0,No,6.0,I,
3052,151.0,4.0,No,2.0,C,
3053,151.0,4.0,No,4.0,I,
3054,151.0,4.0,No,1.0,C,
3055,151.0,4.0,No,7.0,I,
3056,151.0,4.0,No,8.0,I,
3057,151.0,4.0,No,3.0,C,
3058,151.0,4.0,No,5.0,I,
3059,151.0,6.0,No,4.0,C,
3060,151.0,6.0,No,3.0,C,
3061,151.0,6.0,No,7.0,I,
3062,151.0,6.0,No,1.0,C,
3063,151.0,6.0,No,6.0,I,
3064,151.0,6.0,No,2.0,C,
3065,151.0,6.0,No,9.0,C,
3066,151.0,6.0,No,5.0,X,
3067,151.0,6.0,No,8.0,J,
3068,151.0,8.0,No,4.0,C,
3069,151.0,8.0,No,8.0,E,
3070,151.0,8.0,No,6.0,I,
3071,151.0,8.0,No,1.0,C,
3072,151.0,8.0,No,3.0,C,
3073,151.0,8.0,No,9.0,J,
3074,151.0,8.0,No,7.0,J,
3075,151.0,8.0,No,5.0,I,
3076,151.0,8.0,No,2.0,C,
3077,152.0,1.0,No,1.0,A,
3078,152.0,1.0,No,6.0,J,
3079,152.0,1.0,No,4.0,J,
3080,152.0,1.0,No,7.0,J,
3081,152.0,1.0,No,5.0,J,
3082,152.0,1.0,No,3.0,J,
3083,152.0,1.0,No,2.0,A,
3084,152.0,2.0,No,3.0,J,
3085,152.0,2.0,No,4.0,J,
3086,152.0,2.0,No,1.0,A,
3087,152.0,2.0,No,2.0,A,
3088,152.0,2.0,No,5.0,J,
3089,152.0,4.0,No,1.0,G,
3090,152.0,6.0,No,3.0,J,
3091,152.0,6.0,No,2.0,J,
3092,152.0,6.0,No,1.0,A,E
3093,152.0,7.0,No,2.0,J,
3094,152.0,7.0,No,1.0,A,
3095,152.0,8.0,No,1.0,A,
3096,152.0,9.0,No,1.0,A,G
3097,153.0,2.0,No,1.0,D,
3098,153.0,4.0,No,1.0,I,
3099,153.0,4.0,No,2.0,I,
3100,153.0,5.0,No,3.0,J,
3101,153.0,5.0,No,2.0,J,
3102,153.0,5.0,No,1.0,D,
3103,153.0,6.0,No,2.0,D,
3104,153.0,6.0,No,1.0,C,
3105,153.0,6.0,No,3.0,I,
3106,153.0,6.0,No,4.0,J,
3107,153.0,7.0,No,1.0,C,
3108,153.0,7.0,No,2.0,C,
3109,153.0,7.0,No,3.0,I,
3110,153.0,7.0,No,5.0,J,
3111,153.0,7.0,No,4.0,I,
3112,153.0,8.0,No,1.0,X,
3113,153.0,8.0,No,2.0,G,
3114,153.0,9.0,No,5.0,I,
3115,153.0,9.0,No,1.0,X,
3116,153.0,9.0,No,4.0,I,
3117,153.0,9.0,No,6.0,I,
3118,153.0,9.0,No,2.0,C,
3119,153.0,9.0,No,3.0,I,
3120,154.0,1.0,No,1.0,A,
3121,154.0,4.0,No,3.0,J,
3122,154.0,4.0,No,1.0,A,
3123,154.0,4.0,No,4.0,J,
3124,154.0,4.0,No,2.0,G,
3125,154.0,5.0,No,2.0,A,
3126,154.0,5.0,No,1.0,A,
3127,154.0,6.0,No,1.0,A,
3128,155.0,1.0,No,4.0,J,
3129,155.0,1.0,No,1.0,C,
3130,155.0,1.0,No,3.0,I,
3131,155.0,1.0,No,5.0,I,
3132,155.0,1.0,No,6.0,I,
3133,155.0,1.0,No,2.0,C,
3134,155.0,2.0,No,2.0,C,
3135,155.0,2.0,No,3.0,I,
3136,155.0,2.0,No,5.0,J,
3137,155.0,2.0,No,4.0,I,
3138,155.0,2.0,No,7.0,B,
3139,155.0,2.0,No,1.0,B,
3140,155.0,2.0,No,6.0,J,
3141,155.0,3.0,No,5.0,D,
3142,155.0,3.0,No,2.0,A,
3143,155.0,3.0,No,3.0,D,
3144,155.0,3.0,No,1.0,A,
3145,155.0,3.0,No,4.0,D,
3146,155.0,4.0,No,3.0,J,
3147,155.0,4.0,No,2.0,A,
3148,155.0,4.0,No,6.0,A,
3149,155.0,4.0,No,1.0,C,
3150,155.0,4.0,No,5.0,J,
3151,155.0,4.0,No,4.0,J,
3152,155.0,5.0,No,1.0,A,
3153,155.0,6.0,No,2.0,C,
3154,155.0,6.0,No,1.0,C,
3155,155.0,6.0,No,5.0,I,
3156,155.0,6.0,No,7.0,J,
3157,155.0,6.0,No,3.0,I,
3158,155.0,6.0,No,6.0,J,
3159,155.0,6.0,No,4.0,I,
3160,155.0,7.0,No,3.0,I,
3161,155.0,7.0,No,5.0,I,
3162,155.0,7.0,No,2.0,C,
3163,155.0,7.0,No,1.0,C,
3164,155.0,7.0,No,4.0,I,
3165,155.0,7.0,No,6.0,I,
3166,155.0,7.0,No,7.0,J,
3167,155.0,8.0,No,5.0,I,
3168,155.0,8.0,No,1.0,C,
3169,155.0,8.0,No,6.0,J,
3170,155.0,8.0,No,3.0,I,
3171,155.0,8.0,No,7.0,J,
3172,155.0,8.0,No,4.0,I,
3173,155.0,8.0,No,2.0,I,
3174,155.0,9.0,No,2.0,I,
3175,155.0,9.0,No,4.0,J,
3176,155.0,9.0,No,1.0,C,
3177,155.0,9.0,No,3.0,J,
3178,155.0,10.0,No,1.0,B,
3179,155.0,10.0,No,2.0,B,
3180,156.0,1.0,No,7.0,J,
3181,156.0,1.0,No,9.0,J,
3182,156.0,1.0,No,6.0,J,
3183,156.0,1.0,No,4.0,X,A
3184,156.0,1.0,No,8.0,J,
3185,156.0,1.0,No,2.0,X,A
3186,156.0,1.0,No,11.0,X,A
3187,156.0,1.0,No,10.0,X,A
3188,156.0,1.0,No,1.0,G,X
3189,156.0,1.0,No,3.0,X,A
3190,156.0,1.0,No,5.0,X,A
3191,156.0,4.0,No,1.0,A,
3192,156.0,4.0,No,2.0,C,I
3193,156.0,5.0,No,1.0,E,
3194,156.0,5.0,No,2.0,E,
3195,156.0,8.0,No,4.0,J,
3196,156.0,8.0,No,2.0,A,
3197,156.0,8.0,No,1.0,A,
3198,156.0,8.0,No,6.0,J,
3199,156.0,8.0,No,3.0,J,
3200,156.0,8.0,No,5.0,J,
3201,156.0,9.0,No,1.0,A,
3202,157.0,1.0,No,1.0,D,
3203,157.0,2.0,No,1.0,E,
3204,157.0,3.0,No,3.0,I,
3205,157.0,3.0,No,1.0,D,
3206,157.0,3.0,No,2.0,I,
3207,157.0,4.0,No,5.0,D,
3208,157.0,4.0,No,2.0,D,
3209,157.0,4.0,No,6.0,J,
3210,157.0,4.0,No,7.0,D,
3211,157.0,4.0,No,3.0,J,
3212,157.0,4.0,No,1.0,D,
3213,157.0,4.0,No,4.0,J,
3214,157.0,5.0,No,1.0,E,
3215,157.0,8.0,No,1.0,D,
3216,157.0,8.0,No,2.0,J,
3217,157.0,9.0,No,1.0,I,
3218,158.0,4.0,No,6.0,J,
3219,158.0,4.0,No,7.0,J,
3220,158.0,4.0,No,1.0,A,
3221,158.0,4.0,No,4.0,J,
3222,158.0,4.0,No,2.0,A,
3223,158.0,4.0,No,9.0,A,
3224,158.0,4.0,No,8.0,A,
3225,158.0,4.0,No,5.0,J,
3226,158.0,4.0,No,3.0,J,
3227,158.0,6.0,No,8.0,J,
3228,158.0,6.0,No,5.0,J,
3229,158.0,6.0,No,7.0,J,
3230,158.0,6.0,No,3.0,J,
3231,158.0,6.0,No,1.0,A,
3232,158.0,6.0,No,4.0,J,
3233,158.0,6.0,No,9.0,J,
3234,158.0,6.0,No,6.0,J,
3235,158.0,6.0,No,2.0,A,
3236,158.0,7.0,No,1.0,A,
3237,158.0,8.0,No,1.0,A,
3238,158.0,9.0,No,1.0,A,
3239,159.0,1.0,No,4.0,J,
3240,159.0,1.0,No,5.0,J,
3241,159.0,1.0,No,1.0,E,
3242,159.0,1.0,No,6.0,J,
3243,159.0,1.0,No,2.0,A,
3244,159.0,1.0,No,7.0,J,
3245,159.0,1.0,No,8.0,J,
3246,159.0,1.0,No,3.0,E,
3247,159.0,2.0,No,1.0,X,
3248,159.0,2.0,No,8.0,J,
3249,159.0,2.0,No,3.0,I,
3250,159.0,2.0,No,7.0,J,
3251,159.0,2.0,No,4.0,I,
3252,159.0,2.0,No,2.0,A,
3253,159.0,2.0,No,5.0,J,
3254,159.0,3.0,No,4.0,J,
3255,159.0,3.0,No,2.0,E,
3256,159.0,3.0,No,5.0,J,
3257,159.0,3.0,No,1.0,H,A
3258,159.0,3.0,No,3.0,E,
3259,159.0,4.0,No,2.0,A,
3260,159.0,4.0,No,1.0,A,
3261,159.0,5.0,No,2.0,E,
3262,159.0,5.0,No,1.0,A,
3263,159.0,6.0,No,1.0,E,
3264,159.0,6.0,No,5.0,J,
3265,159.0,6.0,No,2.0,I,
3266,159.0,6.0,No,4.0,J,
3267,159.0,6.0,No,3.0,I,
3268,159.0,6.0,No,8.0,J,
3269,159.0,6.0,No,7.0,E,
3270,159.0,6.0,No,6.0,J,
3271,159.0,7.0,No,5.0,J,
3272,159.0,7.0,No,2.0,I,
3273,159.0,7.0,No,1.0,E,
3274,159.0,7.0,No,6.0,J,
3275,159.0,7.0,No,4.0,J,
3276,159.0,7.0,No,3.0,J,
3277,159.0,8.0,No,4.0,J,
3278,159.0,8.0,No,6.0,J,
3279,159.0,8.0,No,7.0,J,
3280,159.0,8.0,No,3.0,J,
3281,159.0,8.0,No,5.0,J,
3282,159.0,8.0,No,8.0,I,
3283,159.0,8.0,No,1.0,X,
3284,159.0,8.0,No,2.0,A,
3285,159.0,9.0,No,6.0,J,
3286,159.0,9.0,No,3.0,I,
3287,159.0,9.0,No,7.0,J,
3288,159.0,9.0,No,5.0,J,
3289,159.0,9.0,No,1.0,A,
3290,159.0,9.0,No,2.0,E,
3291,159.0,9.0,No,4.0,I,
3292,159.0,10.0,No,1.0,X,
3293,160.0,5.0,No,1.0,A,
3294,160.0,9.0,No,1.0,G,
3295,161.0,6.0,No,2.0,A,
3296,161.0,6.0,No,1.0,G,
3297,161.0,6.0,No,3.0,E,
3298,161.0,6.0,No,4.0,G,
3299,161.0,8.0,No,3.0,G,
3300,161.0,8.0,No,7.0,J,
3301,161.0,8.0,No,1.0,A,
3302,161.0,8.0,No,4.0,B,
3303,161.0,8.0,No,6.0,J,
3304,161.0,8.0,No,8.0,J,
3305,161.0,8.0,No,2.0,A,
3306,161.0,8.0,No,5.0,J,
3307,162.0,2.0,No,2.0,A,
3308,162.0,2.0,No,4.0,J,
3309,162.0,2.0,No,3.0,J,
3310,162.0,2.0,No,1.0,A,
3311,162.0,4.0,No,1.0,A,
3312,163.0,1.0,No,2.0,C,
3313,163.0,1.0,No,5.0,I,
3314,163.0,1.0,No,6.0,I,
3315,163.0,1.0,No,1.0,A,
3316,163.0,1.0,No,3.0,I,
3317,163.0,1.0,No,4.0,I,
3318,163.0,2.0,No,5.0,I,
3319,163.0,2.0,No,4.0,I,
3320,163.0,2.0,No,2.0,A,
3321,163.0,2.0,No,6.0,I,
3322,163.0,2.0,No,1.0,A,
3323,163.0,2.0,No,3.0,I,
3324,163.0,3.0,No,1.0,A,
3325,163.0,4.0,No,1.0,A,
3326,163.0,4.0,No,2.0,A,
3327,163.0,4.0,No,5.0,J,
3328,163.0,4.0,No,3.0,I,
3329,163.0,4.0,No,4.0,I,
3330,163.0,5.0,No,2.0,A,
3331,163.0,5.0,No,1.0,A,
3332,163.0,6.0,No,6.0,I,
3333,163.0,6.0,No,7.0,I,
3334,163.0,6.0,No,1.0,C,
3335,163.0,6.0,No,4.0,I,
3336,163.0,6.0,No,3.0,I,
3337,163.0,6.0,No,5.0,I,
3338,163.0,6.0,No,2.0,C,
3339,163.0,7.0,No,5.0,I,
3340,163.0,7.0,No,3.0,I,
3341,163.0,7.0,No,2.0,A,
3342,163.0,7.0,No,1.0,C,
3343,163.0,7.0,No,4.0,I,
3344,163.0,8.0,No,5.0,I,
3345,163.0,8.0,No,2.0,C,
3346,163.0,8.0,No,6.0,I,
3347,163.0,8.0,No,3.0,I,
3348,163.0,8.0,No,1.0,C,
3349,163.0,8.0,No,4.0,I,
3350,163.0,9.0,No,1.0,C,
3351,164.0,1.0,No,1.0,A,
3352,164.0,1.0,No,4.0,J,
3353,164.0,1.0,No,2.0,A,
3354,164.0,1.0,No,3.0,J,
3355,164.0,1.0,No,5.0,J,
3356,164.0,2.0,No,1.0,A,
3357,164.0,3.0,No,1.0,A,
3358,164.0,4.0,No,1.0,A,
3359,164.0,5.0,No,5.0,J,
3360,164.0,5.0,No,1.0,A,
3361,164.0,5.0,No,3.0,J,
3362,164.0,5.0,No,2.0,A,
3363,164.0,5.0,No,4.0,J,
3364,164.0,6.0,No,1.0,A,
3365,164.0,7.0,No,6.0,J,
3366,164.0,7.0,No,7.0,J,
3367,164.0,7.0,No,2.0,A,
3368,164.0,7.0,No,3.0,A,
3369,164.0,7.0,No,8.0,A,
3370,164.0,7.0,No,4.0,A,
3371,164.0,7.0,No,5.0,J,
3372,164.0,7.0,No,1.0,A,
3373,164.0,8.0,No,1.0,A,
3374,164.0,9.0,No,1.0,A,
3375,165.0,1.0,No,3.0,J,
3376,165.0,1.0,No,4.0,J,
3377,165.0,1.0,No,1.0,G,
3378,165.0,1.0,No,2.0,G,
3379,165.0,1.0,No,5.0,J,
3380,165.0,1.0,No,6.0,J,
3381,165.0,2.0,No,2.0,C,
3382,165.0,2.0,No,3.0,J,
3383,165.0,2.0,No,1.0,B,
3384,165.0,3.0,No,3.0,J,
3385,165.0,3.0,No,4.0,J,
3386,165.0,3.0,No,1.0,B,
3387,165.0,3.0,No,2.0,J,
3388,165.0,4.0,No,6.0,J,
3389,165.0,4.0,No,3.0,J,
3390,165.0,4.0,No,1.0,G,
3391,165.0,4.0,No,4.0,J,
3392,165.0,4.0,No,2.0,G,
3393,165.0,4.0,No,5.0,J,
3394,165.0,5.0,No,4.0,J,
3395,165.0,5.0,No,2.0,J,
3396,165.0,5.0,No,3.0,J,
3397,165.0,5.0,No,1.0,G,
3398,165.0,6.0,No,2.0,G,
3399,165.0,6.0,No,1.0,G,
3400,165.0,7.0,No,1.0,G,
3401,165.0,8.0,No,1.0,G,
3402,165.0,8.0,No,2.0,G,
3403,165.0,9.0,No,1.0,G,
3404,165.0,9.0,No,3.0,J,
3405,165.0,9.0,No,4.0,J,
3406,165.0,9.0,No,5.0,J,
3407,165.0,9.0,No,2.0,G,
3408,165.0,10.0,No,1.0,G,
3409,165.0,10.0,No,2.0,J,
3410,165.0,10.0,No,3.0,J,
3411,166.0,1.0,No,2.0,A,
3412,166.0,1.0,No,3.0,J,
3413,166.0,1.0,No,1.0,A,
3414,166.0,2.0,No,6.0,A,J
3415,166.0,2.0,No,3.0,A,I
3416,166.0,2.0,No,1.0,A,G
3417,166.0,2.0,No,5.0,A,I
3418,166.0,2.0,No,4.0,A,I
3419,166.0,2.0,No,2.0,A,I
3420,166.0,3.0,No,2.0,J,
3421,166.0,3.0,No,1.0,A,
3422,166.0,4.0,No,1.0,A,
3423,166.0,4.0,No,2.0,A,
3424,166.0,5.0,No,1.0,A,
3425,166.0,6.0,No,1.0,C,
3426,166.0,6.0,No,2.0,J,
3427,166.0,6.0,No,3.0,J,
3428,166.0,7.0,No,1.0,A,C
3429,166.0,8.0,No,3.0,A,I
3430,166.0,8.0,No,1.0,A,G
3431,166.0,8.0,No,4.0,A,
3432,166.0,8.0,No,2.0,A,G
3433,166.0,8.0,No,5.0,A,
3434,166.0,9.0,No,2.0,A,G
3435,166.0,9.0,No,1.0,A,G
3436,166.0,9.0,No,3.0,A,J
3437,166.0,9.0,No,4.0,A,J
3438,167.0,6.0,No,2.0,A,
3439,167.0,6.0,No,1.0,E,
3440,168.0,1.0,No,6.0,I,
3441,168.0,1.0,No,7.0,I,
3442,168.0,1.0,No,8.0,I,
3443,168.0,1.0,No,9.0,I,
3444,168.0,1.0,No,2.0,I,
3445,168.0,1.0,No,3.0,I,
3446,168.0,1.0,No,4.0,I,
3447,168.0,1.0,No,1.0,I,
3448,168.0,1.0,No,5.0,I,
3449,168.0,3.0,No,2.0,J,
3450,168.0,3.0,No,1.0,I,
3451,168.0,4.0,No,2.0,I,
3452,168.0,4.0,No,6.0,I,
3453,168.0,4.0,No,4.0,I,
3454,168.0,4.0,No,1.0,C,
3455,168.0,4.0,No,5.0,I,
3456,168.0,4.0,No,8.0,J,
3457,168.0,4.0,No,7.0,J,
3458,168.0,4.0,No,3.0,C,
3459,168.0,6.0,No,1.0,I,
3460,168.0,7.0,No,5.0,J,
3461,168.0,7.0,No,2.0,I,
3462,168.0,7.0,No,7.0,J,
3463,168.0,7.0,No,8.0,J,
3464,168.0,7.0,No,9.0,J,
3465,168.0,7.0,No,4.0,I,
3466,168.0,7.0,No,3.0,I,
3467,168.0,7.0,No,1.0,I,
3468,168.0,7.0,No,6.0,J,
3469,168.0,7.0,No,10.0,J,
3470,168.0,8.0,No,1.0,I,
3471,168.0,8.0,No,5.0,I,
3472,168.0,8.0,No,3.0,I,
3473,168.0,8.0,No,2.0,I,
3474,168.0,8.0,No,4.0,I,
3475,168.0,8.0,No,8.0,J,
3476,168.0,8.0,No,7.0,J,
3477,168.0,8.0,No,6.0,J,
3478,168.0,9.0,No,1.0,C,
3479,168.0,9.0,No,7.0,J,
3480,168.0,9.0,No,6.0,J,
3481,168.0,9.0,No,3.0,I,
3482,168.0,9.0,No,4.0,I,
3483,168.0,9.0,No,2.0,I,
3484,168.0,9.0,No,5.0,I,
3485,168.0,10.0,No,3.0,I,
3486,168.0,10.0,No,1.0,C,
3487,168.0,10.0,No,4.0,J,
3488,168.0,10.0,No,2.0,C,
3489,168.0,10.0,No,5.0,J,
3490,168.0,10.0,No,6.0,J,
3491,169.0,3.0,No,1.0,G,
3492,169.0,3.0,No,2.0,G,
3493,169.0,4.0,No,3.0,J,
3494,169.0,4.0,No,1.0,G,
3495,169.0,4.0,No,4.0,J,
3496,169.0,4.0,No,2.0,G,
3497,169.0,6.0,No,3.0,G,I
3498,169.0,6.0,No,7.0,I,
3499,169.0,6.0,No,1.0,B,
3500,169.0,6.0,No,5.0,D,
3501,169.0,6.0,No,2.0,G,
3502,169.0,6.0,No,8.0,I,
3503,169.0,6.0,No,4.0,G,
3504,169.0,6.0,No,6.0,I,
3505,169.0,7.0,No,2.0,G,
3506,169.0,7.0,No,1.0,G,
3507,169.0,8.0,No,3.0,G,
3508,169.0,8.0,No,9.0,J,
3509,169.0,8.0,No,5.0,G,
3510,169.0,8.0,No,10.0,J,
3511,169.0,8.0,No,7.0,G,
3512,169.0,8.0,No,8.0,J,
3513,169.0,8.0,No,1.0,G,
3514,169.0,8.0,No,4.0,G,
3515,169.0,8.0,No,6.0,G,
3516,169.0,8.0,No,2.0,G,
3517,169.0,9.0,No,4.0,J,
3518,169.0,9.0,No,2.0,J,
3519,169.0,9.0,No,3.0,J,
3520,169.0,9.0,No,5.0,J,
3521,169.0,9.0,No,1.0,B,G
3522,170.0,2.0,No,1.0,A,
3523,170.0,2.0,No,2.0,A,
3524,170.0,3.0,No,3.0,I,
3525,170.0,3.0,No,5.0,J,
3526,170.0,3.0,No,2.0,I,
3527,170.0,3.0,No,4.0,J,
3528,170.0,3.0,No,1.0,C,
3529,170.0,4.0,No,1.0,A,
3530,170.0,5.0,No,5.0,J,
3531,170.0,5.0,No,4.0,J,
3532,170.0,5.0,No,2.0,A,
3533,170.0,5.0,No,1.0,A,
3534,170.0,5.0,No,3.0,J,
3535,170.0,6.0,No,1.0,A,
3536,170.0,6.0,No,8.0,A,
3537,170.0,6.0,No,4.0,I,
3538,170.0,6.0,No,2.0,X,
3539,170.0,6.0,No,5.0,I,
3540,170.0,6.0,No,6.0,I,
3541,170.0,6.0,No,3.0,I,
3542,170.0,6.0,No,7.0,J,
3543,170.0,7.0,No,1.0,H,
3544,170.0,7.0,No,2.0,I,
3545,170.0,8.0,No,2.0,A,
3546,170.0,8.0,No,5.0,J,
3547,170.0,8.0,No,1.0,A,
3548,170.0,8.0,No,4.0,J,
3549,170.0,8.0,No,3.0,J,
3550,170.0,9.0,No,4.0,J,
3551,170.0,9.0,No,3.0,J,
3552,170.0,9.0,No,1.0,A,
3553,170.0,9.0,No,2.0,A,
3554,170.0,10.0,No,5.0,J,
3555,170.0,10.0,No,2.0,A,
3556,170.0,10.0,No,3.0,J,
3557,170.0,10.0,No,7.0,J,
3558,170.0,10.0,No,4.0,J,
3559,170.0,10.0,No,1.0,A,
3560,170.0,10.0,No,6.0,J,
3561,171.0,1.0,No,2.0,A,
3562,171.0,1.0,No,1.0,A,
3563,171.0,1.0,No,4.0,I,
3564,171.0,1.0,No,3.0,I,
3565,171.0,2.0,No,3.0,J,
3566,171.0,2.0,No,1.0,E,
3567,171.0,2.0,No,2.0,E,
3568,171.0,4.0,No,1.0,G,
3569,171.0,4.0,No,2.0,G,
3570,171.0,5.0,No,2.0,H,
3571,171.0,5.0,No,1.0,H,
3572,171.0,5.0,No,3.0,J,
3573,171.0,5.0,No,4.0,J,
3574,171.0,8.0,No,1.0,E,
3575,171.0,9.0,No,2.0,I,
3576,171.0,9.0,No,3.0,J,
3577,171.0,9.0,No,4.0,J,
3578,171.0,9.0,No,1.0,E,
3579,172.0,1.0,No,1.0,G,
3580,172.0,2.0,No,1.0,G,
3581,172.0,3.0,No,2.0,G,
3582,172.0,3.0,No,1.0,G,
3583,172.0,4.0,No,5.0,J,
3584,172.0,4.0,No,3.0,I,
3585,172.0,4.0,No,4.0,I,
3586,172.0,4.0,No,1.0,G,
3587,172.0,4.0,No,2.0,G,
3588,172.0,6.0,No,1.0,G,
3589,172.0,6.0,No,3.0,J,
3590,172.0,6.0,No,5.0,J,
3591,172.0,6.0,No,4.0,J,
3592,172.0,6.0,No,2.0,G,
3593,172.0,7.0,No,1.0,G,
3594,172.0,8.0,No,1.0,G,
3595,173.0,1.0,No,3.0,I,
3596,173.0,1.0,No,2.0,G,
3597,173.0,1.0,No,1.0,A,
3598,173.0,2.0,No,2.0,A,
3599,173.0,2.0,No,1.0,A,
3600,173.0,2.0,No,3.0,J,
3601,173.0,3.0,No,4.0,J,
3602,173.0,3.0,No,5.0,J,
3603,173.0,3.0,No,3.0,I,
3604,173.0,3.0,No,1.0,A,
3605,173.0,3.0,No,2.0,A,
3606,173.0,4.0,No,1.0,D,
3607,173.0,5.0,No,6.0,J,
3608,173.0,5.0,No,1.0,G,
3609,173.0,5.0,No,5.0,I,
3610,173.0,5.0,No,2.0,G,
3611,173.0,5.0,No,7.0,J,
3612,173.0,5.0,No,3.0,A,
3613,173.0,5.0,No,4.0,I,
3614,173.0,6.0,No,2.0,J,
3615,173.0,6.0,No,1.0,G,
3616,173.0,7.0,No,1.0,A,
3617,174.0,1.0,No,11.0,J,
3618,174.0,1.0,No,10.0,J,
3619,174.0,1.0,No,2.0,B,
3620,174.0,1.0,No,9.0,J,
3621,174.0,1.0,No,5.0,I,
3622,174.0,1.0,No,7.0,J,
